chr	pos	Altcom	Auldew	Batfas	Batgra	Benhor	Boumic	Calmac	Calple	Chabri	Ctehor	Cyafur	Cphgib	Cyplep	Cypmic	Cypdwj	Enamel	Erecya	Eremar	Gnapfe	Hapmic	Intloo	Juldic	Julorn	Julreg	Lamkun	Lamlem	Lamoce	Lepatt	Lepelo	Lchaur	Loblab	Neobre	Neobue	Neocau	Neocyg	Neocyl	Neofas	Neofur	Neomod	Neomul	Neonig	Neopul	Neosav	Neotet	Neotoa	Neowal	Ophven	PcybrN	Pcynig	Permic	Peteph	Petfam	Petfas	Petmac	Petpol	Plepar	Plestr	Pscbab	Pscple	Simdia	Spaery	Tanirs	TeldhS	TelteS	Telvit	Tremar	Trenig	Tromoo	Tronig	Varmoo	Xenbou	Xennas	Xenspi
NC_031970.2	23097681	1	3	0	1	2	1	0	0	0	2	0	3	1	1	7	0	0	1	0	6	5	2	0	2	0	1	1	0	0	0	5	0	0	1	1	1	0	0	2	2	1	0	1	1	0	3	2	2	0	6	4	6	5	1	2	1	4	2	1	4	0	0	2	1	0	0	0	1	2	2	0	0	0
NC_031970.2	23097682	2	3	0	1	2	1	0	0	0	2	0	3	1	1	7	0	0	1	0	6	5	2	0	2	0	1	1	0	0	0	5	0	0	1	1	1	0	0	2	2	1	0	1	1	0	3	2	2	0	6	4	6	5	1	2	1	4	2	1	4	0	0	2	1	0	0	0	1	2	2	0	0	0
NC_031970.2	23097683	2	3	0	1	2	1	0	0	0	2	0	3	1	1	7	0	0	1	0	6	5	2	0	2	0	1	1	0	0	0	5	0	0	1	1	1	0	0	2	2	1	0	1	1	0	3	2	2	0	6	4	6	5	1	2	1	4	2	1	4	0	0	2	1	0	0	0	1	2	2	0	0	0
NC_031970.2	23097684	2	3	0	1	2	1	0	0	0	2	0	3	1	1	7	0	0	1	0	6	5	2	0	2	0	1	1	0	0	0	5	0	0	1	1	1	0	0	2	2	1	0	1	1	0	3	2	2	0	7	4	6	5	1	2	1	4	2	1	4	0	0	2	1	0	0	0	1	2	2	0	0	0
NC_031970.2	23097685	2	3	0	1	2	1	0	0	0	2	0	3	1	1	7	0	0	1	0	6	5	2	0	2	0	1	1	0	0	0	5	0	0	1	1	1	0	0	2	2	1	0	1	1	0	3	2	2	0	7	4	6	5	1	2	1	4	2	1	4	0	0	2	1	0	0	0	1	2	2	0	0	0
NC_031970.2	23097686	2	3	0	1	2	1	0	0	0	2	0	3	1	1	7	0	0	1	0	6	5	2	0	2	0	1	1	0	0	0	5	0	0	1	1	1	0	0	2	2	1	0	1	1	0	3	2	2	0	7	4	7	5	1	2	1	4	2	1	4	0	0	2	1	0	0	0	1	2	2	0	1	0
NC_031970.2	23097687	2	3	0	1	2	1	0	0	0	2	0	3	1	1	8	0	0	1	0	6	5	2	0	2	0	1	1	0	0	0	5	1	0	1	1	1	0	0	2	2	1	0	1	1	0	3	2	2	0	7	4	7	5	1	2	1	4	2	1	4	0	0	2	1	0	0	0	1	2	2	0	1	0
NC_031970.2	23097688	2	3	0	1	2	1	1	0	0	2	1	3	1	2	8	0	0	1	0	6	5	2	0	2	0	1	1	0	0	0	5	1	0	1	1	1	0	0	2	2	1	0	1	1	0	3	2	2	1	8	4	7	6	1	2	1	4	2	1	4	0	0	2	1	0	0	0	1	2	2	0	1	0
NC_031970.2	23097689	2	3	0	1	2	1	1	0	0	2	1	3	1	2	8	0	0	1	0	6	5	2	0	2	0	1	1	0	0	0	5	1	0	1	1	1	0	0	2	2	1	0	1	1	0	3	2	2	1	8	4	7	6	1	2	1	4	2	1	4	0	0	2	1	0	0	0	1	2	2	0	1	0
NC_031970.2	23097690	2	3	0	1	1	1	1	0	0	1	1	3	1	1	7	0	0	1	0	6	5	2	0	2	0	1	1	0	0	0	5	1	0	1	1	1	0	0	2	2	1	0	1	1	0	3	2	2	1	8	4	7	6	1	2	1	4	2	1	4	0	0	2	1	0	0	0	0	2	2	0	1	0
NC_031970.2	23097691	2	3	0	1	1	1	1	0	0	1	1	3	1	1	7	0	0	1	0	5	5	2	0	1	0	1	1	0	0	0	5	1	0	1	1	1	0	0	2	2	1	0	0	1	0	3	2	2	1	8	4	7	6	1	2	1	4	2	1	4	0	0	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097692	2	3	0	1	1	1	1	0	0	1	1	3	1	1	7	0	0	1	0	6	5	2	0	1	0	1	1	0	0	0	5	1	0	1	2	1	0	0	2	2	2	0	0	1	0	3	2	2	1	8	4	7	5	1	2	1	4	2	1	4	0	0	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097693	2	3	0	1	1	1	1	0	0	1	1	2	1	1	7	0	0	1	0	5	5	2	0	1	0	1	1	0	0	0	4	1	0	1	2	1	0	0	2	2	2	0	0	1	0	3	2	2	1	8	4	7	5	1	2	1	4	2	1	4	0	0	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097694	2	3	0	1	1	1	1	0	0	1	1	2	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	2	1	0	0	2	2	2	0	0	1	0	3	2	2	1	8	4	7	5	1	2	1	4	2	1	4	0	1	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097695	2	3	0	1	1	1	1	0	0	1	1	2	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	2	1	0	0	2	2	2	0	0	1	0	3	2	2	1	8	4	7	5	1	2	1	4	2	1	4	0	1	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097696	2	3	0	1	1	0	1	0	0	1	1	2	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	2	1	0	0	2	2	2	1	0	1	0	3	2	3	1	8	4	7	5	1	2	1	4	2	1	4	0	1	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097697	2	3	0	1	1	0	1	0	0	1	1	2	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	3	1	0	0	2	2	2	1	0	1	0	3	2	3	1	8	4	7	5	1	2	1	4	2	1	4	0	1	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097698	2	3	0	1	1	0	1	0	0	1	1	2	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	3	1	0	0	2	2	2	1	0	1	0	3	2	3	1	8	4	7	5	1	2	1	4	2	1	4	0	1	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097699	2	3	0	1	1	0	1	0	0	1	1	2	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	3	1	0	0	2	2	2	1	0	1	0	3	2	3	1	8	4	7	5	1	2	1	4	2	1	4	0	1	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097700	2	3	0	1	1	0	1	0	0	1	1	2	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	3	1	0	0	2	2	2	1	0	1	0	3	2	3	1	8	4	7	5	1	2	1	4	2	1	4	0	1	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097701	2	3	0	1	1	0	1	0	0	1	1	2	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	3	1	0	0	2	2	2	1	0	1	0	3	2	3	1	8	4	7	5	1	2	1	4	2	1	4	0	1	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097702	2	3	0	1	1	0	1	0	0	1	1	2	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	3	1	0	0	2	2	2	1	0	1	0	3	2	3	1	8	4	7	5	1	2	1	4	2	1	4	0	1	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097703	2	3	0	1	1	0	1	0	0	1	1	2	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	3	1	0	0	2	2	2	1	0	1	0	3	2	2	1	8	4	7	5	1	2	1	4	2	1	4	0	1	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097704	2	3	0	1	1	0	1	0	0	1	1	2	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	3	1	0	0	2	2	2	1	0	1	0	5	2	2	1	8	4	7	5	1	2	1	4	2	1	4	0	1	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097705	2	3	0	1	1	0	1	0	0	1	1	1	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	3	1	0	0	2	2	2	1	0	1	0	5	2	2	1	8	4	7	5	1	2	1	4	2	1	4	0	1	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097706	2	3	0	1	1	0	1	0	0	1	1	1	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	3	1	0	0	2	2	2	1	0	1	0	5	2	2	1	8	4	7	5	1	2	1	4	2	1	4	0	1	2	1	0	0	0	0	1	2	0	1	0
NC_031970.2	23097707	2	3	0	1	1	0	1	0	0	1	1	1	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	3	1	0	0	2	2	2	1	0	1	0	5	2	3	1	8	4	7	5	1	2	1	4	2	1	4	0	1	2	1	1	0	0	0	1	2	0	1	0
NC_031970.2	23097708	2	3	0	1	1	0	1	0	0	1	1	1	1	1	7	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	3	1	0	0	2	2	2	1	0	1	0	5	2	3	1	8	3	7	5	1	2	1	4	2	1	4	0	1	2	1	1	0	0	0	1	2	0	1	0
NC_031970.2	23097709	2	3	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	5	2	0	1	0	1	1	0	0	0	4	1	0	1	3	1	0	0	2	2	3	1	0	1	0	5	2	4	1	8	3	7	5	1	2	1	4	2	1	4	0	1	2	1	1	0	0	0	1	2	0	1	0
NC_031970.2	23097710	2	3	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	5	2	0	1	0	1	2	1	0	0	4	1	0	1	3	1	0	0	2	2	3	1	0	1	0	5	2	4	1	8	3	7	5	1	2	1	4	2	1	4	0	1	2	1	1	0	0	0	1	2	0	1	0
NC_031970.2	23097711	2	3	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	5	2	0	1	0	1	2	1	0	0	4	1	0	1	3	1	0	0	2	2	3	1	0	1	0	5	2	4	1	8	3	7	5	1	2	1	4	2	1	4	0	1	2	1	1	0	0	0	1	2	0	1	0
NC_031970.2	23097712	2	2	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	5	2	0	1	0	1	2	1	0	0	4	1	0	1	3	1	0	0	2	2	3	1	0	1	0	5	2	4	1	8	3	7	5	1	2	1	4	2	1	4	0	1	2	1	1	0	0	0	1	2	0	1	0
NC_031970.2	23097713	2	2	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	5	2	0	1	0	1	2	1	0	0	4	1	0	1	3	1	0	0	2	2	3	1	0	1	0	5	2	4	1	8	3	7	5	1	2	1	4	2	1	3	0	1	2	1	1	0	0	0	1	2	0	1	0
NC_031970.2	23097714	2	2	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	5	2	0	1	0	1	2	1	0	0	4	1	0	1	3	1	0	0	2	2	3	1	0	1	0	5	2	4	1	8	3	7	5	1	2	1	4	2	1	3	0	1	2	1	1	0	0	0	1	2	0	1	0
NC_031970.2	23097715	2	2	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	5	2	0	1	0	1	2	1	0	0	4	1	0	1	3	1	0	0	2	2	2	1	0	1	0	5	2	4	1	7	3	7	5	1	2	1	4	2	1	3	0	1	2	1	1	0	0	0	1	1	0	1	0
NC_031970.2	23097716	2	2	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	5	2	0	1	0	1	2	1	0	0	4	1	0	1	3	1	0	0	2	1	2	1	0	1	0	5	2	4	1	7	3	7	5	1	2	1	4	2	1	3	0	1	2	1	1	0	0	0	1	1	0	1	0
NC_031970.2	23097717	2	2	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	4	2	0	1	0	1	1	1	0	0	4	1	0	1	3	1	0	0	2	1	2	1	0	1	0	5	2	4	1	7	3	7	5	1	2	1	4	2	1	3	0	1	2	1	1	0	0	0	1	1	0	1	0
NC_031970.2	23097718	2	2	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	4	2	0	1	0	1	1	1	0	0	4	1	0	1	3	1	0	0	2	1	2	1	0	1	0	4	2	4	1	7	3	7	5	1	2	1	4	2	1	3	0	1	2	1	1	0	0	0	1	1	0	1	0
NC_031970.2	23097719	2	2	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	4	2	0	1	0	1	1	1	0	0	4	1	0	1	3	1	0	0	2	1	2	1	0	1	0	4	2	4	1	7	3	7	5	1	2	1	4	2	1	3	0	1	2	1	1	0	0	0	1	1	0	1	0
NC_031970.2	23097720	2	2	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	4	2	0	1	0	1	1	1	0	0	4	1	0	1	3	1	0	0	2	1	2	1	0	1	0	4	2	4	1	7	3	7	5	1	2	1	4	2	1	3	0	1	2	1	1	0	0	0	1	1	0	1	0
NC_031970.2	23097721	2	2	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	4	2	0	1	0	1	1	1	0	0	4	1	0	1	3	1	0	0	2	1	2	1	0	1	0	4	2	4	1	7	3	7	5	1	2	1	4	2	1	3	0	1	2	1	1	0	0	0	1	1	0	1	0
NC_031970.2	23097722	2	2	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	4	2	0	1	0	1	1	1	0	0	4	1	0	1	3	1	0	0	2	1	2	1	0	1	0	4	2	4	1	7	3	7	5	1	2	1	4	2	1	3	0	1	2	1	1	0	0	0	1	1	0	1	0
NC_031970.2	23097723	2	2	0	1	1	0	1	0	0	1	1	1	1	2	9	0	0	1	0	4	4	2	0	1	0	0	1	1	0	0	4	1	0	1	3	1	0	0	2	1	2	1	0	1	0	4	2	4	1	7	3	7	5	1	2	1	4	2	1	4	0	1	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097724	2	2	0	1	1	0	1	0	0	1	1	1	1	2	8	0	0	1	0	4	4	2	0	1	0	0	1	1	0	0	3	1	0	1	3	1	0	0	1	1	2	1	0	1	0	4	2	4	1	7	2	7	5	1	2	1	4	2	1	4	0	1	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097725	2	2	0	1	1	0	1	0	0	1	1	1	1	2	8	0	0	1	0	4	4	2	0	1	0	0	1	1	0	0	3	1	0	1	3	1	0	0	1	1	2	1	0	1	0	4	2	4	1	7	2	7	5	1	2	1	4	2	1	4	0	1	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097726	2	1	0	1	1	0	1	0	0	0	1	1	1	2	8	0	0	1	0	4	4	2	0	1	0	0	1	1	0	0	3	1	0	1	3	1	0	0	1	1	2	1	0	1	0	4	2	4	1	6	2	7	5	1	1	1	4	2	1	4	0	1	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097727	2	1	0	1	1	0	1	0	0	0	1	1	1	2	8	0	0	1	0	4	4	2	0	1	0	0	1	1	0	0	3	1	0	1	3	1	0	0	1	1	2	1	0	1	0	3	2	4	1	6	2	7	5	1	1	1	4	2	1	4	0	1	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097728	2	1	0	1	1	0	1	0	0	0	1	1	1	2	8	0	0	1	0	4	4	2	0	1	0	0	1	1	0	0	3	1	0	1	3	1	0	0	1	1	2	1	0	1	0	3	2	4	1	6	2	7	5	1	1	1	4	2	1	4	0	1	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097729	2	1	0	1	1	0	1	0	0	0	1	1	1	2	8	0	0	1	0	4	4	2	0	1	0	0	1	1	0	0	3	1	0	1	3	1	0	0	1	1	3	1	0	1	0	3	2	4	1	6	2	7	5	1	1	1	4	2	1	4	0	1	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097730	2	1	0	1	0	0	1	0	0	0	1	1	1	2	8	0	0	1	0	4	4	2	0	1	0	0	1	1	0	0	3	1	0	2	3	1	0	0	1	1	3	1	0	0	0	3	2	4	1	6	2	7	5	1	1	1	4	2	1	4	0	2	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097731	2	1	0	1	0	0	1	0	0	0	1	1	1	2	8	0	0	1	0	4	4	2	0	1	0	0	1	1	0	0	3	1	0	2	3	1	0	0	1	1	3	1	0	0	0	3	2	4	1	6	2	7	5	1	1	1	4	2	1	4	0	2	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097732	2	1	0	1	0	0	1	0	0	0	1	1	1	2	8	0	0	1	0	4	3	2	0	1	0	0	1	1	0	0	3	1	0	2	3	1	0	0	1	1	3	1	0	0	0	3	2	4	1	6	2	7	5	1	1	1	4	2	1	4	0	2	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097733	2	1	0	1	0	0	1	0	0	0	1	1	1	2	8	0	0	1	0	4	3	2	0	1	0	0	1	1	0	0	3	1	0	2	3	0	0	0	1	1	3	1	0	0	0	4	2	4	1	6	2	7	5	1	1	1	4	2	1	4	0	2	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097734	2	1	0	1	0	0	1	0	0	0	1	1	1	2	8	0	0	1	0	4	3	2	0	1	0	0	1	1	0	0	3	1	0	2	3	0	0	0	1	1	3	1	0	0	0	4	2	4	1	6	2	7	5	1	1	1	3	2	1	4	0	2	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097735	2	1	0	1	0	0	1	0	0	0	1	1	1	2	7	0	0	1	0	4	3	2	0	1	0	0	1	1	0	0	3	1	0	2	3	0	0	0	1	1	3	1	0	0	0	4	2	4	1	6	2	7	5	1	1	1	3	2	1	3	0	2	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097736	2	1	0	1	0	0	1	0	0	0	1	1	1	2	7	0	0	1	0	4	3	2	0	1	0	0	1	1	0	0	3	1	0	2	2	0	0	0	1	1	3	1	0	0	0	4	2	4	1	6	2	6	5	1	0	1	3	2	1	3	0	2	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097737	2	1	0	1	0	0	1	0	0	0	1	1	1	2	7	0	0	1	0	4	3	2	0	1	0	0	1	1	0	0	3	1	0	2	2	0	0	0	1	1	3	1	0	0	0	4	2	4	1	6	2	6	5	1	0	1	3	2	1	3	0	2	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097738	2	1	0	1	0	0	1	0	0	0	1	1	1	2	7	0	0	1	0	4	3	2	0	1	0	0	1	1	0	0	3	1	0	2	2	0	0	0	1	1	3	1	0	0	0	4	2	4	1	6	2	6	5	1	0	1	3	2	1	3	0	2	2	1	2	0	0	0	1	1	0	1	0
NC_031970.2	23097739	2	1	0	1	0	0	1	0	0	0	1	1	1	2	7	0	0	1	0	4	3	2	0	1	0	0	1	1	0	0	3	1	0	2	2	0	0	0	1	1	3	1	0	0	0	4	2	4	1	6	2	6	5	1	0	1	3	2	1	3	0	2	2	1	2	0	0	1	1	1	0	1	0
NC_031970.2	23097740	2	1	0	1	0	0	1	0	0	0	1	1	1	2	7	0	0	1	0	4	3	2	0	1	0	0	1	1	0	0	3	1	0	2	2	0	0	0	1	1	3	1	0	0	0	4	2	4	1	6	2	6	5	1	0	1	3	2	1	3	0	1	2	1	2	0	0	1	1	1	0	1	0
NC_031970.2	23097741	2	1	0	1	0	0	1	0	0	0	1	1	0	2	6	0	0	1	0	4	3	2	0	1	1	0	1	1	0	0	3	1	0	2	2	0	0	0	1	0	3	1	0	0	0	4	2	3	1	6	2	6	4	1	0	1	3	2	1	3	0	1	2	1	2	0	0	1	1	1	0	1	0
NC_031970.2	23097742	2	1	0	1	0	0	1	0	0	0	1	1	0	2	6	0	0	1	0	4	3	2	0	1	1	0	1	1	0	0	3	1	0	2	2	0	0	0	1	0	3	1	0	0	0	4	2	3	1	6	2	6	4	1	0	1	3	2	1	1	0	1	2	1	2	0	0	1	1	1	0	1	0
NC_031970.2	23097743	2	1	0	1	0	0	1	0	0	0	1	1	0	2	6	0	0	1	0	4	3	2	0	1	1	0	1	1	0	0	3	1	0	2	2	0	0	0	1	0	3	1	0	0	0	4	2	3	1	6	2	6	4	1	0	1	2	2	1	1	0	1	2	1	2	0	0	1	1	1	0	1	0
NC_031970.2	23097744	2	1	0	1	0	0	1	0	0	0	2	1	0	2	6	0	0	1	0	4	3	2	0	1	1	0	1	1	0	0	3	1	0	2	2	0	0	0	1	0	4	1	0	0	0	4	2	3	1	6	2	6	4	1	0	1	2	2	1	1	0	1	2	1	2	0	0	1	1	1	0	1	0
NC_031970.2	23097745	2	1	0	1	0	0	1	0	0	0	2	1	0	2	6	0	0	1	0	4	3	2	0	1	1	0	1	1	0	0	3	1	0	2	2	0	0	0	1	0	4	1	0	0	0	4	2	3	1	5	2	6	4	1	0	1	2	2	1	1	0	1	2	1	2	0	0	1	1	1	0	1	0
NC_031970.2	23097746	2	1	0	1	0	0	1	0	0	0	2	1	0	2	6	0	0	1	0	4	3	2	0	1	1	0	1	1	0	0	3	1	0	2	2	0	0	0	1	0	4	1	0	0	0	4	2	3	1	5	2	6	4	1	0	1	2	2	1	1	0	1	2	1	2	0	0	1	1	1	0	1	0
NC_031970.2	23097747	2	1	0	1	0	0	1	0	0	0	2	1	0	2	5	0	0	1	0	4	3	2	0	1	1	0	1	1	0	0	3	1	0	2	2	0	0	0	1	0	4	1	0	0	0	4	2	3	1	5	2	5	4	1	0	1	2	2	1	1	0	1	1	1	2	0	0	1	1	1	0	1	0
NC_031970.2	23097748	2	1	0	1	0	0	1	0	0	0	2	1	0	2	5	0	0	1	0	4	3	2	0	1	1	0	1	1	0	0	3	1	0	2	2	0	0	0	1	0	4	1	0	0	0	4	2	3	1	5	2	5	4	1	0	1	2	2	1	1	0	1	1	1	2	0	0	1	1	1	0	1	0
NC_031970.2	23097749	2	0	0	1	0	0	1	0	0	0	2	0	0	2	4	0	0	1	0	2	0	1	0	0	1	0	1	1	0	0	3	1	0	2	2	0	0	0	1	0	4	1	0	0	0	4	0	2	1	4	0	0	2	0	0	0	0	0	1	1	0	1	1	0	2	0	0	1	1	1	0	1	0
NC_031970.2	23097750	2	0	0	1	0	0	1	0	0	0	2	0	0	2	4	0	0	1	0	2	0	1	0	0	1	0	1	1	0	0	3	1	0	2	2	0	0	0	1	0	4	1	0	0	0	4	0	2	1	4	0	0	2	0	0	0	0	0	1	1	0	1	1	0	2	0	0	1	1	1	0	1	0
NC_031970.2	23097751	2	0	0	1	0	0	1	0	0	0	2	0	0	2	4	0	0	1	0	2	0	1	0	0	1	0	1	1	0	0	3	1	0	2	2	0	0	0	1	0	4	1	0	0	0	4	0	2	1	4	0	0	2	0	0	0	0	0	1	1	0	1	1	0	2	0	0	1	1	1	0	1	0
NC_031970.2	23097752	2	0	0	1	0	0	1	0	0	0	2	0	0	2	4	0	0	0	0	2	0	1	0	0	1	0	1	1	0	0	3	1	0	2	2	0	0	0	1	0	4	1	0	0	0	4	0	2	1	4	0	0	2	0	0	0	0	0	1	1	0	1	1	0	2	0	0	1	1	1	0	1	0
