site	mod	first_Lh	first_conv	sec_Lh	sec_conv	thi_Lh	thi_conv	final_Lh	max_it
OT_141	ind	-136.537049	1.60687029053602	NA	NA	NA	NA	-136.537049	7
OT_141	dep	-146.633314	-0.760668454429952	NA	NA	NA	NA	-146.633314	7
OT_146	ind	-145.272478	1.53654751364585	NA	NA	NA	NA	-145.272478	7
OT_146	dep	-156.973531	-0.779443881995386	NA	NA	NA	NA	-156.973531	7
OT_147	ind	-115.128144	0.103645641314272	NA	NA	NA	NA	-115.128144	7
OT_147	dep	-123.129638	-0.483953655305391	NA	NA	NA	NA	-123.129638	7
OT_150	ind	-116.259049	-0.572483354425121	NA	NA	NA	NA	-116.259049	7
OT_150	dep	-122.305693	1.16067220645367	NA	NA	NA	NA	-122.305693	7
OT_155	ind	-109.421212	-1.12621477893398	NA	NA	NA	NA	-109.421212	7
OT_155	dep	-117.066398	-0.684405302177214	NA	NA	NA	NA	-117.066398	7
OT_156	ind	-126.252099	0.999501181041155	NA	NA	NA	NA	-126.252099	7
OT_156	dep	-137.360484	1.00448763530148	NA	NA	NA	NA	-137.360484	7
OT_16	ind	-115.005438	-1.58387989476843	NA	NA	NA	NA	-115.005438	7
OT_16	dep	-121.290476	-0.380316418935385	NA	NA	NA	NA	-121.290476	7
OT_33	ind	-110.150966	0.584895573057909	NA	NA	NA	NA	-110.150966	7
OT_33	dep	-118.531595	1.11202795817887	NA	NA	NA	NA	-118.531595	7
OT_36	ind	-123.993012	0.83981283742304	NA	NA	NA	NA	-123.993012	7
OT_36	dep	-132.732482	-0.886312781751924	NA	NA	NA	NA	-132.732482	7
OT_46	ind	-115.699908	1.7783047377252	NA	NA	NA	NA	-115.699908	7
OT_46	dep	-122.370529	0.0422845691188537	NA	NA	NA	NA	-122.370529	7
OT_48	ind	-115.385004	0.260864362979215	NA	NA	NA	NA	-115.385004	7
OT_48	dep	-122.434505	-0.512486110322794	NA	NA	NA	NA	-122.434505	7
OT_51	ind	-135.991565	-1.22856847101728	NA	NA	NA	NA	-135.991565	7
OT_51	dep	-146.976641	-0.48940149447895	NA	NA	NA	NA	-146.976641	7
OT_56	ind	-131.159492	0.6991065379434	NA	NA	NA	NA	-131.159492	7
OT_56	dep	-142.278182	0.632511897277729	NA	NA	NA	NA	-142.278182	7
OT_68	ind	-131.605886	0.878985330075478	NA	NA	NA	NA	-131.605886	7
OT_68	dep	-139.839556	0.927153341920961	NA	NA	NA	NA	-139.839556	7
OT_74	ind	-115.910449	-1.24979277852852	NA	NA	NA	NA	-115.910449	7
OT_74	dep	-122.451239	0.656852556908823	NA	NA	NA	NA	-122.451239	7
OT_76	ind	-139.345097	-0.339294446473888	NA	NA	NA	NA	-139.345097	7
OT_76	dep	-151.524571	-1.73414407884533	NA	NA	NA	NA	-151.524571	7
OT_91	ind	-115.19218	0.847114775032612	NA	NA	NA	NA	-115.19218	7
OT_91	dep	-122.492215	-0.810030194767325	NA	NA	NA	NA	-122.492215	7
OT_9	ind	-115.535378	-1.26587808813499	NA	NA	NA	NA	-115.535378	7
OT_9	dep	-122.659186	-0.879951924030423	NA	NA	NA	NA	-122.659186	7
OTRa_11	ind	-130.046704	1.80449202750039	NA	NA	NA	NA	-130.046704	7
OTRa_11	dep	-151.399918	-635.112601532365	-151.652581	0.186130082325476	NA	NA	-151.652581	8
OTRa_138	ind	-110.125222	0.746441645093203	NA	NA	NA	NA	-110.125222	7
OTRa_138	dep	-118.029373	-0.214423514013089	NA	NA	NA	NA	-118.029373	7
OTRa_13	ind	-126.551064	-0.437101367466478	NA	NA	NA	NA	-126.551064	7
OTRa_13	dep	-136.470353	0.686698287030458	NA	NA	NA	NA	-136.470353	7
OTRa_14	ind	-153.784565	0.568726274161694	NA	NA	NA	NA	-153.784565	7
OTRa_14	dep	-159.534421	-2448.41246896979	-154.255775	-22.5432369884248	-158.344405	1.07317425216473	-158.344405	9
OTRa_15	ind	-116.00151	-0.651278074495075	NA	NA	NA	NA	-116.00151	7
OTRa_15	dep	-123.213008	-0.810635556022525	NA	NA	NA	NA	-123.213008	7
OTRa_165	ind	-114.968985	-1.23664975545048	NA	NA	NA	NA	-114.968985	7
OTRa_165	dep	-123.646385	1.12339206276497	NA	NA	NA	NA	-123.646385	7
OTRa_169	ind	-115.323048	0.749656966035805	NA	NA	NA	NA	-115.323048	7
OTRa_169	dep	-123.406526	-0.969105186492717	NA	NA	NA	NA	-123.406526	7
OTRa_186	ind	-129.206973	1.98471496149254	-128.575608	-0.175988987600034	NA	NA	-128.575608	8
OTRa_186	dep	-141.068029	-1.07461010051717	NA	NA	NA	NA	-141.068029	7
OTRa_205	ind	-124.527152	0.986739316557002	NA	NA	NA	NA	-124.527152	7
OTRa_205	dep	-131.776655	0.635599713902479	NA	NA	NA	NA	-131.776655	7
OTRa_21	ind	-115.952667	-0.717092715997313	NA	NA	NA	NA	-115.952667	7
OTRa_21	dep	-122.598673	1.53964958269805	NA	NA	NA	NA	-122.598673	7
OTRa_23	ind	-119.728107	-0.906326551628891	NA	NA	NA	NA	-119.728107	7
OTRa_23	dep	-126.033077	1.12304676218264	NA	NA	NA	NA	-126.033077	7
OTRa_248	ind	-128.560926	0.299880204725473	NA	NA	NA	NA	-128.560926	7
OTRa_248	dep	-136.121738	1.16310244185681	NA	NA	NA	NA	-136.121738	7
OTRa_24	ind	-115.793025	-0.822063730774782	NA	NA	NA	NA	-115.793025	7
OTRa_24	dep	-121.382363	-1.06706172456931	NA	NA	NA	NA	-121.382363	7
OTRa_256	ind	-115.955513	-0.707139688276373	NA	NA	NA	NA	-115.955513	7
OTRa_256	dep	-122.760321	0.203414144879348	NA	NA	NA	NA	-122.760321	7
OTRa_260	ind	-120.002082	-0.805807650741046	NA	NA	NA	NA	-120.002082	7
OTRa_260	dep	-127.234074	0.433044868363757	NA	NA	NA	NA	-127.234074	7
OTRa_27	ind	-115.922458	2.00689744268132	-116.48795	0.576786629690334	NA	NA	-116.48795	8
OTRa_27	dep	-123.844775	-0.119239089682889	NA	NA	NA	NA	-123.844775	7
OTRa_2	ind	-116.657818	-1.21523297175058	NA	NA	NA	NA	-116.657818	7
OTRa_2	dep	-123.029503	-0.863355821255592	NA	NA	NA	NA	-123.029503	7
OTRa_304	ind	-115.38343	-2.06039438033539	-115.831394	0.721319918434835	NA	NA	-115.831394	8
OTRa_304	dep	-121.626269	0.681074890712442	NA	NA	NA	NA	-121.626269	7
OTRa_337	ind	-110.523494	-1.27110681750194	NA	NA	NA	NA	-110.523494	7
OTRa_337	dep	-115.823882	-0.188578069650882	NA	NA	NA	NA	-115.823882	7
OTRa_344	ind	-115.44174	-0.401818010990159	NA	NA	NA	NA	-115.44174	7
OTRa_344	dep	-125.324068	-0.886441100784144	NA	NA	NA	NA	-125.324068	7
OTRa_352	ind	-127.916653	-0.247087910701572	NA	NA	NA	NA	-127.916653	7
OTRa_352	dep	-134.139211	-0.865754965626324	NA	NA	NA	NA	-134.139211	7
OTRa_355	ind	-115.308087	0.908715955296512	NA	NA	NA	NA	-115.308087	7
OTRa_355	dep	-122.383962	0.0369296605122097	NA	NA	NA	NA	-122.383962	7
OTRa_360	ind	-115.284003	1.6733512092934	NA	NA	NA	NA	-115.284003	7
OTRa_360	dep	-122.335234	1.6197117013191	NA	NA	NA	NA	-122.335234	7
OTRa_362	ind	-116.069807	0.0680844400719299	NA	NA	NA	NA	-116.069807	7
OTRa_362	dep	-122.92561	1.59042647958848	NA	NA	NA	NA	-122.92561	7
OTRa_363	ind	-115.646119	-0.169698041458159	NA	NA	NA	NA	-115.646119	7
OTRa_363	dep	-121.857687	0.00850470982068318	NA	NA	NA	NA	-121.857687	7
OTRa_364	ind	-116.176759	-0.531608647356895	NA	NA	NA	NA	-116.176759	7
OTRa_364	dep	-122.176335	-1.32782874272007	NA	NA	NA	NA	-122.176335	7
OTRa_378	ind	-115.486319	0.442633236924157	NA	NA	NA	NA	-115.486319	7
OTRa_378	dep	-122.686413	0.803758393685979	NA	NA	NA	NA	-122.686413	7
OTRa_382	ind	-116.672133	1.04788527826256	NA	NA	NA	NA	-116.672133	7
OTRa_382	dep	-123.921645	0.424645555287711	NA	NA	NA	NA	-123.921645	7
OTRa_43	ind	-115.776648	-0.198217293410898	NA	NA	NA	NA	-115.776648	7
OTRa_43	dep	-122.107771	-1.3594665543222	NA	NA	NA	NA	-122.107771	7
OTRa_6	ind	-120.343593	0.921491218091444	NA	NA	NA	NA	-120.343593	7
OTRa_6	dep	-128.519053	-0.12367322820899	NA	NA	NA	NA	-128.519053	7
OTRa_73	ind	-115.455319	-0.742166670400113	NA	NA	NA	NA	-115.455319	7
OTRa_73	dep	-122.06986	1.87546825263216	NA	NA	NA	NA	-122.06986	7
OTRa_74	ind	-115.812145	-0.434214660118626	NA	NA	NA	NA	-115.812145	7
OTRa_74	dep	-123.947555	1.3371732886023	NA	NA	NA	NA	-123.947555	7
OTRb.tr1_114	ind	-115.799434	0.333547492075675	NA	NA	NA	NA	-115.799434	7
OTRb.tr1_114	dep	-122.966695	-0.741216797676032	NA	NA	NA	NA	-122.966695	7
OTRb.tr1_12	ind	-115.435337	3.26525140104298	-115.648467	-1.15153068648446	NA	NA	-115.648467	8
OTRb.tr1_12	dep	-124.184303	-0.424376083977659	NA	NA	NA	NA	-124.184303	7
OTRb.tr1_13	ind	-115.883418	0.672849318367576	NA	NA	NA	NA	-115.883418	7
OTRb.tr1_13	dep	-122.941353	0.732556641147207	NA	NA	NA	NA	-122.941353	7
OTRb.tr1_145	ind	-124.324068	-1.56001509415327	NA	NA	NA	NA	-124.324068	7
OTRb.tr1_145	dep	-129.944377	-0.0518057339205107	NA	NA	NA	NA	-129.944377	7
OTRb.tr1_152	ind	-130.656496	-0.94766859083709	NA	NA	NA	NA	-130.656496	7
OTRb.tr1_152	dep	-137.381327	0.657186901556212	NA	NA	NA	NA	-137.381327	7
OTRb.tr1_153	ind	-126.009169	1.3003614429628	NA	NA	NA	NA	-126.009169	7
OTRb.tr1_153	dep	-136.738409	-1.14395466246136	NA	NA	NA	NA	-136.738409	7
OTRb.tr1_154	ind	-138.440416	-1.73844426464037	NA	NA	NA	NA	-138.440416	7
OTRb.tr1_154	dep	-146.536277	-1.18342520922869	NA	NA	NA	NA	-146.536277	7
OTRb.tr1_156	ind	-115.098344	-0.889374475060219	NA	NA	NA	NA	-115.098344	7
OTRb.tr1_156	dep	-123.571486	-0.21586314159851	NA	NA	NA	NA	-123.571486	7
OTRb.tr1_159	ind	-115.178884	-0.310035866200745	NA	NA	NA	NA	-115.178884	7
OTRb.tr1_159	dep	-123.626517	-0.0956306535291597	NA	NA	NA	NA	-123.626517	7
OTRb.tr1_15	ind	-136.450974	-0.798822420305711	NA	NA	NA	NA	-136.450974	7
OTRb.tr1_15	dep	-161.312089	2.02629296729206	-156.377987	-447.805843379658	-156.535881	-2.88334451275271	-156.535881	9
OTRb.tr1_162	ind	-110.589331	1.49504150762026	NA	NA	NA	NA	-110.589331	7
OTRb.tr1_162	dep	-117.979215	-0.295368032286008	NA	NA	NA	NA	-117.979215	7
OTRb.tr1_164	ind	-115.991323	-1.0851398335126	NA	NA	NA	NA	-115.991323	7
OTRb.tr1_164	dep	-123.228975	1.67673196173423	NA	NA	NA	NA	-123.228975	7
OTRb.tr1_166	ind	-131.396286	-0.748526043256957	NA	NA	NA	NA	-131.396286	7
OTRb.tr1_166	dep	-140.720025	1.77171412890474	NA	NA	NA	NA	-140.720025	7
OTRb.tr1_173	ind	-124.107898	0.277244317595331	NA	NA	NA	NA	-124.107898	7
OTRb.tr1_173	dep	-132.576301	-1.17368466583623	NA	NA	NA	NA	-132.576301	7
OTRb.tr1_176	ind	-136.553311	-0.806224303984422	NA	NA	NA	NA	-136.553311	7
OTRb.tr1_176	dep	-150.046831	-0.284694343877675	NA	NA	NA	NA	-150.046831	7
OTRb.tr1_19	ind	-120.441934	-0.172218259261312	NA	NA	NA	NA	-120.441934	7
OTRb.tr1_19	dep	-128.307916	-0.121668313327093	NA	NA	NA	NA	-128.307916	7
OTRb.tr1_210	ind	-133.514857	0.290284364967896	NA	NA	NA	NA	-133.514857	7
OTRb.tr1_210	dep	-146.554818	1.20624212300079	NA	NA	NA	NA	-146.554818	7
OTRb.tr1_221	ind	-119.790801	-0.803706757631887	NA	NA	NA	NA	-119.790801	7
OTRb.tr1_221	dep	-127.418062	0.505757506057819	NA	NA	NA	NA	-127.418062	7
OTRb.tr1_236	ind	-115.842219	1.31514333722616	NA	NA	NA	NA	-115.842219	7
OTRb.tr1_236	dep	-122.839833	1.40955451505525	NA	NA	NA	NA	-122.839833	7
OTRb.tr1_23	ind	-116.166698	0.112654179197359	NA	NA	NA	NA	-116.166698	7
OTRb.tr1_23	dep	-122.380236	3.55864998468296	-123.415272	0.540734609052709	NA	NA	-123.415272	8
OTRb.tr1_241	ind	-110.15168	-0.935610713130801	NA	NA	NA	NA	-110.15168	7
OTRb.tr1_241	dep	-117.635032	-0.165484656941859	NA	NA	NA	NA	-117.635032	7
OTRb.tr1_247	ind	-122.080442	-1.30254022696112	NA	NA	NA	NA	-122.080442	7
OTRb.tr1_247	dep	-128.068037	0.429044286398631	NA	NA	NA	NA	-128.068037	7
OTRb.tr1_251	ind	-116.213767	0.338275796437274	NA	NA	NA	NA	-116.213767	7
OTRb.tr1_251	dep	-123.629247	2.27524948460302	-124.622633	0.220802071453834	NA	NA	-124.622633	8
OTRb.tr1_252	ind	-126.635688	-1.01867172470521	NA	NA	NA	NA	-126.635688	7
OTRb.tr1_252	dep	-134.859632	2.29108341256219	-135.064979	0.204093226317397	NA	NA	-135.064979	8
OTRb.tr1_255	ind	-119.985009	-0.785005595887638	NA	NA	NA	NA	-119.985009	7
OTRb.tr1_255	dep	-127.624005	1.25927787614399	NA	NA	NA	NA	-127.624005	7
OTRb.tr1_258	ind	-133.325925	-0.92573877551247	NA	NA	NA	NA	-133.325925	7
OTRb.tr1_258	dep	-145.682089	-1.16044955635288	NA	NA	NA	NA	-145.682089	7
OTRb.tr1_25	ind	-126.894038	0.583283041999379	NA	NA	NA	NA	-126.894038	7
OTRb.tr1_25	dep	-134.57209	1.50668356709679	NA	NA	NA	NA	-134.57209	7
OTRb.tr1_28	ind	-109.970776	0.621521396147167	NA	NA	NA	NA	-109.970776	7
OTRb.tr1_28	dep	-116.995633	0.1800571504484	NA	NA	NA	NA	-116.995633	7
OTRb.tr1_304	ind	-116.023405	0.368080861283624	NA	NA	NA	NA	-116.023405	7
OTRb.tr1_304	dep	-121.944755	0.708509815122017	NA	NA	NA	NA	-121.944755	7
OTRb.tr1_310	ind	-115.810452	0.64702467784577	NA	NA	NA	NA	-115.810452	7
OTRb.tr1_310	dep	-122.873626	-0.701621946598625	NA	NA	NA	NA	-122.873626	7
OTRb.tr1_311	ind	-110.103614	-0.484895305682319	NA	NA	NA	NA	-110.103614	7
OTRb.tr1_311	dep	-116.540548	2.04915964328188	-116.711127	-0.550152108150242	NA	NA	-116.711127	8
OTRb.tr1_313	ind	-115.405218	-0.272957992163132	NA	NA	NA	NA	-115.405218	7
OTRb.tr1_313	dep	-123.245542	-0.799931889707156	NA	NA	NA	NA	-123.245542	7
OTRb.tr1_314	ind	-126.813133	1.18189674064223	NA	NA	NA	NA	-126.813133	7
OTRb.tr1_314	dep	-134.171333	-1.01728581462984	NA	NA	NA	NA	-134.171333	7
OTRb.tr1_315	ind	-127.439905	-6.19941427868801e-05	NA	NA	NA	NA	-127.439905	7
OTRb.tr1_315	dep	-135.808549	-1.39463062209018	NA	NA	NA	NA	-135.808549	7
OTRb.tr1_316	ind	-127.09591	-0.671548440552872	NA	NA	NA	NA	-127.09591	7
OTRb.tr1_316	dep	-134.412293	0.246452244742132	NA	NA	NA	NA	-134.412293	7
OTRb.tr1_317	ind	-127.158172	0.169926108337929	NA	NA	NA	NA	-127.158172	7
OTRb.tr1_317	dep	-136.298808	-1.01851092974175	NA	NA	NA	NA	-136.298808	7
OTRb.tr1_318	ind	-123.987484	1.71421878615804	NA	NA	NA	NA	-123.987484	7
OTRb.tr1_318	dep	-134.55067	-0.173911628022334	NA	NA	NA	NA	-134.55067	7
OTRb.tr1_319	ind	-122.644459	-0.583662012077358	NA	NA	NA	NA	-122.644459	7
OTRb.tr1_319	dep	-134.014265	1.73733385160591	NA	NA	NA	NA	-134.014265	7
OTRb.tr1_320	ind	-127.85106	2.61550920883273	-126.899448	-1.14186441075533	NA	NA	-126.899448	8
OTRb.tr1_320	dep	-133.986353	-0.350845082951349	NA	NA	NA	NA	-133.986353	7
OTRb.tr1_321	ind	-127.877613	-0.558260841272546	NA	NA	NA	NA	-127.877613	7
OTRb.tr1_321	dep	-135.649933	-0.800553938013338	NA	NA	NA	NA	-135.649933	7
OTRb.tr1_322	ind	-127.36638	-0.642308421414232	NA	NA	NA	NA	-127.36638	7
OTRb.tr1_322	dep	-134.361628	0.170762485693772	NA	NA	NA	NA	-134.361628	7
OTRb.tr1_323	ind	-127.457505	-1.18430984338048	NA	NA	NA	NA	-127.457505	7
OTRb.tr1_323	dep	-134.49093	0.0901871392906871	NA	NA	NA	NA	-134.49093	7
OTRb.tr1_324	ind	-127.154748	-0.632271182812129	NA	NA	NA	NA	-127.154748	7
OTRb.tr1_324	dep	-134.375915	-1.72938295245775	NA	NA	NA	NA	-134.375915	7
OTRb.tr1_325	ind	-127.445366	-0.904248675441064	NA	NA	NA	NA	-127.445366	7
OTRb.tr1_325	dep	-133.980174	-0.560713557864828	NA	NA	NA	NA	-133.980174	7
OTRb.tr1_326	ind	-123.619441	0.143433538796618	NA	NA	NA	NA	-123.619441	7
OTRb.tr1_326	dep	-134.764003	-0.304984538186269	NA	NA	NA	NA	-134.764003	7
OTRb.tr1_327	ind	-127.272971	0.00479208407572881	NA	NA	NA	NA	-127.272971	7
OTRb.tr1_327	dep	-133.681924	-0.880716389260018	NA	NA	NA	NA	-133.681924	7
OTRb.tr1_328	ind	-127.065506	1.2146564721861	NA	NA	NA	NA	-127.065506	7
OTRb.tr1_328	dep	-135.496313	-0.77806176322156	NA	NA	NA	NA	-135.496313	7
OTRb.tr1_329	ind	-127.688042	2.22395697661318	-126.819151	-1.83555100223929	NA	NA	-126.819151	8
OTRb.tr1_329	dep	-137.010901	-0.843049004673621	NA	NA	NA	NA	-137.010901	7
OTRb.tr1_330	ind	-125.328748	0.184912100012102	NA	NA	NA	NA	-125.328748	7
OTRb.tr1_330	dep	-132.192882	-1.5569040954386	NA	NA	NA	NA	-132.192882	7
OTRb.tr1_331	ind	-127.807079	-0.31938766884345	NA	NA	NA	NA	-127.807079	7
OTRb.tr1_331	dep	-134.890374	-0.776942005846052	NA	NA	NA	NA	-134.890374	7
OTRb.tr1_332	ind	-126.859544	0.164566701916448	NA	NA	NA	NA	-126.859544	7
OTRb.tr1_332	dep	-136.406058	1.39014161075537	NA	NA	NA	NA	-136.406058	7
OTRb.tr1_333	ind	-127.312227	0.673817274459787	NA	NA	NA	NA	-127.312227	7
OTRb.tr1_333	dep	-133.612797	0.596342490369064	NA	NA	NA	NA	-133.612797	7
OTRb.tr1_334	ind	-127.132554	1.1955237580207	NA	NA	NA	NA	-127.132554	7
OTRb.tr1_334	dep	-133.785919	-2.00748905851458	-134.261543	-0.888063990084998	NA	NA	-134.261543	8
OTRb.tr1_335	ind	-127.015408	-0.829379951069151	NA	NA	NA	NA	-127.015408	7
OTRb.tr1_335	dep	-133.599183	0.4053439153941	NA	NA	NA	NA	-133.599183	7
OTRb.tr1_336	ind	-126.967674	0.263390450429052	NA	NA	NA	NA	-126.967674	7
OTRb.tr1_336	dep	-135.146919	1.36299518922564	NA	NA	NA	NA	-135.146919	7
OTRb.tr1_337	ind	-127.526185	1.73369257200998	NA	NA	NA	NA	-127.526185	7
OTRb.tr1_337	dep	-135.860766	0.186768036718774	NA	NA	NA	NA	-135.860766	7
OTRb.tr1_338	ind	-127.429398	0.973965201838352	NA	NA	NA	NA	-127.429398	7
OTRb.tr1_338	dep	-134.025647	-1.03967803460375	NA	NA	NA	NA	-134.025647	7
OTRb.tr1_339	ind	-127.072136	-2.6378782395186	-127.776283	-0.561696012793046	NA	NA	-127.776283	8
OTRb.tr1_339	dep	-133.648641	0.255399549391261	NA	NA	NA	NA	-133.648641	7
OTRb.tr1_33	ind	-110.055851	-1.79132194443065	NA	NA	NA	NA	-110.055851	7
OTRb.tr1_33	dep	-116.696574	1.56618583557406	NA	NA	NA	NA	-116.696574	7
OTRb.tr1_340	ind	-127.342027	-2.01943961954443	-127.63859	-0.811699302960743	NA	NA	-127.63859	8
OTRb.tr1_340	dep	-135.661431	-0.219452685244712	NA	NA	NA	NA	-135.661431	7
OTRb.tr1_341	ind	-126.923084	0.432739792905438	NA	NA	NA	NA	-126.923084	7
OTRb.tr1_341	dep	-134.187542	-0.876168782409828	NA	NA	NA	NA	-134.187542	7
OTRb.tr1_342	ind	-126.749191	-0.337445744582825	NA	NA	NA	NA	-126.749191	7
OTRb.tr1_342	dep	-133.067944	0.926777572681269	NA	NA	NA	NA	-133.067944	7
OTRb.tr1_343	ind	-126.426522	1.4777578655324	NA	NA	NA	NA	-126.426522	7
OTRb.tr1_343	dep	-133.722469	-1.95843423747326	-133.811807	-0.818147543154591	NA	NA	-133.811807	8
OTRb.tr1_344	ind	-125.384701	-0.63924697827912	NA	NA	NA	NA	-125.384701	7
OTRb.tr1_344	dep	-132.311706	-1.17478600432942	NA	NA	NA	NA	-132.311706	7
OTRb.tr1_345	ind	-127.126787	-1.18589003200681	NA	NA	NA	NA	-127.126787	7
OTRb.tr1_345	dep	-134.584226	0.647617293018189	NA	NA	NA	NA	-134.584226	7
OTRb.tr1_346	ind	-141.595412	1.55770181380951	NA	NA	NA	NA	-141.595412	7
OTRb.tr1_346	dep	-166.898113	0.678780904073742	NA	NA	NA	NA	-166.898113	7
OTRb.tr1_347	ind	-128.288592	1.59342621174697	NA	NA	NA	NA	-128.288592	7
OTRb.tr1_347	dep	-134.335814	-0.293790935878079	NA	NA	NA	NA	-134.335814	7
OTRb.tr1_348	ind	-127.015179	-1.59134778343813	NA	NA	NA	NA	-127.015179	7
OTRb.tr1_348	dep	-133.578537	2.04636077670606	-134.471421	0.904310368298602	NA	NA	-134.471421	8
OTRb.tr1_349	ind	-126.89632	-0.615164347273389	NA	NA	NA	NA	-126.89632	7
OTRb.tr1_349	dep	-135.393896	-0.791075390861077	NA	NA	NA	NA	-135.393896	7
OTRb.tr1_350	ind	-126.625337	0.470502404534276	NA	NA	NA	NA	-126.625337	7
OTRb.tr1_350	dep	-134.422807	-0.866120636884268	NA	NA	NA	NA	-134.422807	7
OTRb.tr1_351	ind	-127.145988	-1.52386653413238	NA	NA	NA	NA	-127.145988	7
OTRb.tr1_351	dep	-133.243043	-0.769154754885317	NA	NA	NA	NA	-133.243043	7
OTRb.tr1_352	ind	-116.101311	0.951413554349342	NA	NA	NA	NA	-116.101311	7
OTRb.tr1_352	dep	-127.441052	0.935589000724922	NA	NA	NA	NA	-127.441052	7
OTRb.tr1_353	ind	-128.033013	0.401780055859057	NA	NA	NA	NA	-128.033013	7
OTRb.tr1_353	dep	-134.928074	0.310444425794496	NA	NA	NA	NA	-134.928074	7
OTRb.tr1_354	ind	-131.2456	-0.326911282208577	NA	NA	NA	NA	-131.2456	7
OTRb.tr1_354	dep	-140.988343	-0.425786474221075	NA	NA	NA	NA	-140.988343	7
OTRb.tr1_355	ind	-131.099079	-0.184331102861952	NA	NA	NA	NA	-131.099079	7
OTRb.tr1_355	dep	-141.670744	0.46921495915096	NA	NA	NA	NA	-141.670744	7
OTRb.tr1_356	ind	-135.288769	0.289723016797601	NA	NA	NA	NA	-135.288769	7
OTRb.tr1_356	dep	-144.569201	0.517287803813551	NA	NA	NA	NA	-144.569201	7
OTRb.tr1_49	ind	-115.96791	-0.199135862418975	NA	NA	NA	NA	-115.96791	7
OTRb.tr1_49	dep	-122.246546	-0.199815898903393	NA	NA	NA	NA	-122.246546	7
OTRb.tr1_51	ind	-126.361875	-0.693023473572927	NA	NA	NA	NA	-126.361875	7
OTRb.tr1_51	dep	-137.557325	-1.61469227150949	NA	NA	NA	NA	-137.557325	7
OTRb.tr1_62	ind	-135.859881	0.17018193319535	NA	NA	NA	NA	-135.859881	7
OTRb.tr1_62	dep	-142.831349	0.39976700757525	NA	NA	NA	NA	-142.831349	7
OTRb.tr1_63	ind	-115.657796	-0.871167168780897	NA	NA	NA	NA	-115.657796	7
OTRb.tr1_63	dep	-122.343614	-0.195301058617092	NA	NA	NA	NA	-122.343614	7
OTRb.tr1_66	ind	-115.434636	-0.316320004232732	NA	NA	NA	NA	-115.434636	7
OTRb.tr1_66	dep	-124.213734	0.553555430965908	NA	NA	NA	NA	-124.213734	7
OTRb.tr1_8	ind	-120.29219	-0.151334543817545	NA	NA	NA	NA	-120.29219	7
OTRb.tr1_8	dep	-126.661811	-0.840775143163441	NA	NA	NA	NA	-126.661811	7
OTRb.tr1_94	ind	-114.886169	-0.244064174566467	NA	NA	NA	NA	-114.886169	7
OTRb.tr1_94	dep	-124.605774	-0.984395953412282	NA	NA	NA	NA	-124.605774	7
OTRb.tr2_114	ind	-115.717151	-0.305034409481663	NA	NA	NA	NA	-115.717151	7
OTRb.tr2_114	dep	-122.681909	1.97636369870433	-122.809894	0.725232975907346	NA	NA	-122.809894	8
OTRb.tr2_12	ind	-115.82492	-0.0625029952310577	NA	NA	NA	NA	-115.82492	7
OTRb.tr2_12	dep	-122.123357	0.205221764116775	NA	NA	NA	NA	-122.123357	7
