Steppingstone sampler:
        No Stones:                  1000
        Start It:                   10000001
        It Per Stone:               20000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
895	0.003488	15000	-0.021279	-123.584577
896	0.003405	15000	-0.020675	-123.605251
897	0.003323	15000	-0.020344	-123.625596
898	0.003242	15000	-0.020180	-123.645776
899	0.003162	15000	-0.019759	-123.665535
900	0.003084	15000	-0.019231	-123.684767
901	0.003007	15000	-0.019896	-123.704662
902	0.002930	15000	-0.018935	-123.723597
903	0.002855	15000	-0.018815	-123.742412
904	0.002782	15000	-0.018576	-123.760988
905	0.002709	15000	-0.018123	-123.779111
906	0.002638	15000	-0.018116	-123.797228
907	0.002567	15000	-0.017397	-123.814625
908	0.002498	15000	-0.016922	-123.831547
909	0.002430	15000	-0.017052	-123.848599
910	0.002363	15000	-0.017047	-123.865647
911	0.002297	15000	-0.016718	-123.882365
912	0.002233	15000	-0.016437	-123.898801
913	0.002169	15000	-0.016016	-123.914817
914	0.002106	15000	-0.016071	-123.930889
915	0.002045	15000	-0.015970	-123.946858
916	0.001985	15000	-0.015217	-123.962076
917	0.001925	15000	-0.015279	-123.977354
918	0.001867	15000	-0.015218	-123.992572
919	0.001810	15000	-0.014632	-124.007204
920	0.001754	15000	-0.014455	-124.021659
921	0.001699	15000	-0.014293	-124.035952
922	0.001645	15000	-0.014106	-124.050059
923	0.001592	15000	-0.013734	-124.063792
924	0.001540	15000	-0.013483	-124.077275
925	0.001490	15000	-0.013140	-124.090415
926	0.001440	15000	-0.013040	-124.103455
927	0.001391	15000	-0.012494	-124.115949
928	0.001343	15000	-0.012464	-124.128412
929	0.001296	15000	-0.012656	-124.141068
930	0.001251	15000	-0.012199	-124.153267
931	0.001206	15000	-0.011825	-124.165091
932	0.001162	15000	-0.011593	-124.176684
933	0.001119	15000	-0.011327	-124.188011
934	0.001077	15000	-0.010845	-124.198856
935	0.001036	15000	-0.010838	-124.209694
936	0.000996	15000	-0.010583	-124.220277
937	0.000957	15000	-0.010558	-124.230835
938	0.000919	15000	-0.010190	-124.241025
939	0.000882	15000	-0.009880	-124.250905
940	0.000846	15000	-0.009464	-124.260369
941	0.000810	15000	-0.009421	-124.269790
942	0.000776	15000	-0.009048	-124.278838
943	0.000742	15000	-0.008859	-124.287697
944	0.000709	15000	-0.008785	-124.296482
945	0.000678	15000	-0.008440	-124.304923
946	0.000647	15000	-0.008134	-124.313057
947	0.000617	15000	-0.008071	-124.321128
948	0.000587	15000	-0.007959	-124.329087
949	0.000559	15000	-0.007547	-124.336633
950	0.000531	15000	-0.007099	-124.343732
951	0.000505	15000	-0.007052	-124.350784
952	0.000479	15000	-0.007149	-124.357933
953	0.000454	15000	-0.006801	-124.364734
954	0.000430	15000	-0.006548	-124.371282
955	0.000406	15000	-0.006203	-124.377485
956	0.000383	15000	-0.006059	-124.383544
957	0.000362	15000	-0.005921	-124.389464
958	0.000340	15000	-0.005791	-124.395256
959	0.000320	15000	-0.005509	-124.400764
960	0.000300	15000	-0.005263	-124.406027
961	0.000281	15000	-0.005257	-124.411284
962	0.000263	15000	-0.004887	-124.416171
963	0.000246	15000	-0.004604	-124.420775
964	0.000229	15000	-0.004493	-124.425268
965	0.000213	15000	-0.004256	-124.429524
966	0.000198	15000	-0.004119	-124.433643
967	0.000183	15000	-0.003958	-124.437601
968	0.000169	15000	-0.003734	-124.441335
969	0.000156	15000	-0.003628	-124.444963
970	0.000143	15000	-0.003541	-124.448504
971	0.000131	15000	-0.003202	-124.451706
972	0.000120	15000	-0.003115	-124.454821
973	0.000109	15000	-0.002870	-124.457691
974	0.000099	15000	-0.002766	-124.460457
975	0.000089	15000	-0.002659	-124.463116
976	0.000080	15000	-0.002389	-124.465505
977	0.000072	15000	-0.002277	-124.467782
978	0.000064	15000	-0.002162	-124.469944
979	0.000057	15000	-0.001997	-124.471942
980	0.000050	15000	-0.001829	-124.473771
981	0.000043	15000	-0.001727	-124.475497
982	0.000038	15000	-0.001579	-124.477076
983	0.000032	15000	-0.001423	-124.478500
984	0.000028	15000	-0.001314	-124.479814
985	0.000023	15000	-0.001202	-124.481016
986	0.000019	15000	-0.001057	-124.482073
987	0.000016	15000	-0.000967	-124.483041
988	0.000013	15000	-0.000823	-124.483864
989	0.000010	15000	-0.000705	-124.484568
990	0.000008	15000	-0.000638	-124.485206
991	0.000006	15000	-0.000522	-124.485728
992	0.000004	15000	-0.000445	-124.486173
993	0.000003	15000	-0.000358	-124.486532
994	0.000002	15000	-0.000274	-124.486806
995	0.000001	15000	-0.000202	-124.487008
996	0.000000	15000	-0.000139	-124.487147
997	0.000000	15000	-0.000086	-124.487232
998	0.000000	15000	-0.000040	-124.487272
999	0.000000	15000	-0.000009	-124.487281
Log marginal likelihood:	-124.487281
