Steppingstone sampler:
        No Stones:                  1000
        Start It:                   10000001
        It Per Stone:               20000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
986	0.000019	15000	-0.001178	-120.334524
987	0.000016	15000	-0.001087	-120.335611
988	0.000013	15000	-0.000912	-120.336523
989	0.000010	15000	-0.000823	-120.337345
990	0.000008	15000	-0.000702	-120.338048
991	0.000006	15000	-0.000591	-120.338639
992	0.000004	15000	-0.000483	-120.339122
993	0.000003	15000	-0.000385	-120.339507
994	0.000002	15000	-0.000298	-120.339805
995	0.000001	15000	-0.000229	-120.340034
996	0.000000	15000	-0.000161	-120.340195
997	0.000000	15000	-0.000093	-120.340288
998	0.000000	15000	-0.000046	-120.340333
999	0.000000	15000	-0.000010	-120.340343
Log marginal likelihood:	-120.340343
